id,stem,surface_kind,xres,yres,xreal_m,z_range_m,clean_rms_m,degraded_rms_m,has_real_periodicity,n_artifacts,tilt,bow,row_offsets,scars,spikes,hum,line_noise,bow_amp_m,hum_amp_m,hum_angle_deg,hum_period_px,line_noise_sigma_m,n_particles,n_scars,n_spikes,n_terraces,psd_beta,row_offset_sigma_m,scar_amp_m,spike_amp_m,tilt_x_m,tilt_y_m,true_angle_deg,true_period_px
202,00202_smooth,smooth,256,256,5e-06,1.45741366534658e-07,3.020078410230575e-08,3.838152228046532e-08,0,3,0,0,0,1,1,0,1,,,,,5.424953947554647e-09,,11,13,,,,1.432272671133147e-07,8.446866323593427e-07,,,,
203,00203_rough,rough,256,256,1e-05,1.077630780288702e-06,1.618691581646311e-07,4.761179734912279e-07,0,6,1,1,1,1,1,1,0,9.366077472180133e-07,2.733757056157612e-07,134.676,29.02,,,7,18,,3.102,3.228040505965813e-07,1.1676681816557928e-06,1.3154966928464707e-06,-4.082908867060389e-07,1.2576371930534955e-07,,
204,00204_rough,rough,256,256,5e-05,1.0912716845147055e-06,1.4133538151915856e-07,7.493259873217098e-07,0,2,1,0,0,0,0,1,0,,4.7420750096055425e-07,5.985,20.439,,,,,,2.491,,,,1.3394623213201791e-07,-2.2750993212055626e-06,,
205,00205_smooth,smooth,256,256,1e-05,2.2475140126914244e-07,5.75198176274987e-08,1.0037970799428935e-07,0,5,1,1,1,0,1,1,0,-6.311797679559923e-07,2.3196814065670295e-08,123.447,26.551,,,,35,,,4.509556885835659e-08,,5.702137121665392e-07,2.285331688004049e-07,-2.7678413221591947e-07,,
206,00206_terraces,terraces,256,256,5e-05,1.3582817050786794e-06,2.600546986749927e-07,7.494741383605744e-07,0,6,1,1,1,0,1,1,1,3.2681650931042666e-06,3.477088975820475e-07,89.989,12.419,1.2460532670365726e-07,,,27,3,,2.5981612517130853e-07,,7.047186047616767e-06,5.577359309077517e-07,-1.7800261136042122e-06,,
207,00207_smooth,smooth,256,256,2e-05,9.032932998660757e-07,1.9896329913166913e-07,4.388506978448509e-07,0,3,1,0,1,0,1,0,0,,,,,,,,22,,,1.9936452708305795e-07,,4.958976313601357e-06,-5.202028720871363e-07,-9.262897020261241e-07,,
208,00208_terraces,terraces,256,256,5e-06,1.1264701952624147e-06,2.0534204955638778e-07,1.0181824640053697e-06,0,3,1,1,0,1,0,0,0,-2.516023035991198e-06,,,,,,7,,6,,,1.0980377155769444e-06,,1.1341200847260196e-06,3.305816358407579e-06,,
209,00209_smooth,smooth,256,256,5e-06,2.1531133999538444e-07,4.19663321664588e-08,1.2564420259426966e-07,0,4,1,1,0,0,0,1,1,5.397204592224696e-07,1.3870937240766636e-08,97.893,12.809,2.2099930137827732e-08,,,,,,,,,2.4615944865904106e-07,2.7133485548331924e-07,,
210,00210_grating,grating,256,256,2e-05,8.1370012842777e-07,3.623775703047845e-07,6.611740858047604e-07,1,5,1,0,1,0,1,1,1,,1.1472152066956445e-07,0.992,17.182,4.968661115775159e-08,,,35,,,1.6174756017438356e-07,,4.3525301812515564e-06,1.7826351847031882e-06,-1.3125160564572785e-07,161.29,24.79
211,00211_rough,rough,256,256,5e-06,6.265250934780939e-07,8.218789501368104e-08,4.787729840959549e-07,0,3,1,0,1,0,0,1,0,,2.8621487347039833e-07,77.942,6.068,,,,,,2.602,4.131054371569035e-08,,,2.8331374421523503e-07,1.3446300397438023e-06,,
212,00212_smooth,smooth,256,256,5e-06,5.954122531266648e-07,1.2536407907733242e-07,1.4188043370853303e-07,0,4,0,1,1,0,1,0,1,2.1699245259019063e-07,,,,4.118989621435959e-08,,,38,,,2.0412824124336925e-08,,1.8935063875478772e-06,,,,
213,00213_grating,grating,256,256,5e-06,1.3911797366287291e-06,6.025987769442447e-07,7.663752576580165e-07,1,3,1,0,0,0,1,1,0,,4.4581995210088913e-07,140.679,6.723,,,,17,,,,,4.961598536668184e-06,9.051307798522999e-07,-8.185503873770946e-07,140.84,34.32
214,00214_lattice,lattice,256,256,5e-06,1.231931094271768e-07,3.080109113046236e-08,6.105906467024008e-08,1,5,0,0,1,1,1,1,1,,4.4835659386344796e-08,4.793,25.696,1.4458511286221613e-08,,9,31,,,3.355419808324799e-08,1.335026709777123e-07,2.551235542115095e-07,,,43.97,10.76
215,00215_smooth,smooth,256,256,1e-05,7.799231097849693e-07,1.666185224620689e-07,2.5095084200422796e-07,0,3,0,0,1,1,1,0,0,,,,,,,6,7,,,1.8560091124790957e-07,4.932787405024293e-07,1.8781950194488012e-06,,,,
216,00216_rough,rough,256,256,5e-05,6.424284343871106e-07,8.404484315493115e-08,7.747816765954082e-07,0,5,1,1,1,0,1,1,0,1.6724635807145186e-06,2.437570573144621e-07,98.125,10.586,,,,4,,2.022,1.867547390489891e-07,,1.6964740810725082e-06,1.3787416189713844e-06,-1.927223768832842e-06,,
217,00217_grating,grating,256,256,1e-05,7.844026343607471e-07,3.462011575638993e-07,3.465134252907434e-07,1,1,0,0,0,0,1,0,0,,,,,,,,4,,,,,1.883323243535215e-06,,,88.05,25.07
218,00218_rough,rough,256,256,2e-05,2.1525653470303407e-07,3.102840194698523e-08,7.451338975862498e-08,0,3,0,0,1,0,0,1,1,,5.73450097491048e-08,25.564,4.752,1.697476885444419e-08,,,,,2.673,5.57301546675159e-08,,,,,,
219,00219_smooth,smooth,256,256,5e-06,7.904959629176041e-07,1.658425742665016e-07,2.262575220325076e-07,0,4,0,1,0,1,1,0,1,-8.714104847868372e-07,,,,4.227815489336411e-08,,6,22,,,,5.399344578289141e-07,2.621050966301637e-06,,,,
220,00220_smooth,smooth,256,256,2e-05,1.1852542310263927e-06,2.1249469166657447e-07,2.738006158653818e-07,0,1,0,0,0,0,0,0,1,,,,,1.7137664974854214e-07,,,,,,,,,,,,
221,00221_grating,grating,256,256,2e-05,7.847091061125937e-08,3.447500780206446e-08,3.491506343008754e-08,1,2,0,0,1,1,0,0,0,,,,,,,11,,,,3.950894905710795e-09,2.520393251363725e-08,,,,136.29,38.23
222,00222_lattice,lattice,256,256,5e-06,9.513078560155719e-07,2.378647313331277e-07,6.735033953242767e-07,1,3,1,1,0,1,0,0,0,-3.7657928599097727e-06,,,,,,10,,,,,3.4160834479905745e-07,,-9.329038288065882e-07,1.4011395727808894e-06,73.78,22.44
223,00223_grating,grating,256,256,5e-05,6.408609969048478e-07,2.8647130438473164e-07,3.53961916251764e-07,1,4,0,1,0,0,1,1,1,3.6439916978771476e-07,2.5835804585531e-07,55.024,14.636,7.068141696562629e-08,,,22,,,,,8.545978733746454e-07,,,51.07,21.12
224,00224_particles,particles,256,256,2e-05,1.62886257896506e-07,2.6498748752698064e-08,2.8448666311674225e-08,0,2,0,0,0,1,1,0,0,,,,,,35,5,15,,,,7.123011161589433e-08,5.217127400508902e-07,,,,
225,00225_lattice,lattice,256,256,5e-05,1.8623447334439e-07,4.654643630811647e-08,4.654643630811647e-08,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,53.0,14.09
226,00226_grating,grating,256,256,1e-05,2.8110597258213843e-07,1.227244971934865e-07,1.229198477245274e-07,1,1,0,0,0,0,0,0,1,,,,,7.325441652454519e-09,,,,,,,,,,,45.21,33.73
227,00227_rough,rough,256,256,1e-05,1.0791189437395055e-06,2.0335355781474928e-07,4.610243814413978e-07,0,2,0,0,1,0,0,1,0,,2.9450816071868755e-07,167.952,15.411,,,,,,3.139,3.531821373792197e-07,,,,,,
228,00228_rough,rough,256,256,1e-05,9.746988720325067e-07,2.0898658465626542e-07,5.38970443628433e-07,0,2,1,0,0,0,0,0,1,,,,,1.4619670389014995e-07,,,,,3.352,,,,-1.5793053224744696e-06,-7.693604596574835e-07,,
229,00229_grating,grating,256,256,2e-05,2.346421366680812e-07,1.0239567137677572e-07,1.1068167992791398e-07,1,4,0,1,0,0,1,1,1,-3.2487924438704106e-07,1.679289621871837e-08,175.908,17.223,2.0137135634589643e-08,,,1,,,,,1.3729688998311195e-06,,,42.73,33.83
230,00230_rough,rough,256,256,5e-06,5.876402091378721e-07,9.330681456818415e-08,1.0326723821654164e-07,0,2,0,0,0,1,1,0,0,,,,,,,5,19,,2.663,,3.34191041013625e-07,1.939225884936161e-06,,,,
231,00231_lattice,lattice,256,256,2e-05,8.284309038751549e-07,2.0708155064494013e-07,3.301638661596475e-07,1,3,0,0,1,1,0,1,0,,2.5914049056119486e-07,123.605,29.049,,,3,,,,1.7059987423030542e-07,5.299645684011893e-07,,,,78.3,14.53
232,00232_terraces,terraces,256,256,5e-06,4.929542823516501e-07,1.228251833535232e-07,4.552367145078232e-07,0,4,1,0,0,0,1,1,1,,1.34889970330814e-07,93.013,3.941,7.026028359636571e-08,,,39,2,,,,2.3448788932934683e-06,-5.948995781708084e-07,-1.1651716941192073e-06,,
233,00233_grating,grating,256,256,1e-05,3.053621528212697e-07,1.3367819901774266e-07,2.608869492995288e-07,1,3,1,0,0,0,1,1,0,,4.795337803836726e-08,129.416,22.481,,,,35,,,,,3.8967291460136915e-07,-4.951775346173344e-07,-5.759047100584771e-07,147.39,15.46
234,00234_lattice,lattice,256,256,5e-05,1.1509334304242231e-06,2.8775661897365907e-07,1.198632276320002e-06,1,3,1,1,0,1,0,0,0,-4.3779624175403035e-06,,,,,,12,,,,,7.32699156527846e-07,,3.2672782638814086e-06,1.715431966841638e-06,17.18,11.84
235,00235_particles,particles,256,256,2e-05,6.001918914229118e-07,1.0177685334968258e-07,1.1209094483690319e-07,0,1,0,0,1,0,0,0,0,,,,,,29,,,,,4.579327116135189e-08,,,,,,
236,00236_lattice,lattice,256,256,2e-05,1.4455885268048068e-07,3.6141866801800134e-08,1.4318277301295957e-07,1,2,1,0,0,0,0,0,1,,,,,1.57867153853706e-08,,,,,,,,,4.2995186641447593e-07,2.060709361111281e-07,16.17,12.02
237,00237_rough,rough,256,256,1e-05,1.2316406502345124e-06,1.7459833419025756e-07,3.8308905561653854e-07,0,3,0,0,1,0,0,1,1,,2.3605561774721291e-07,42.206,15.239,1.1818130964465728e-07,,,,,2.819,2.725282048334747e-07,,,,,,
238,00238_particles,particles,256,256,5e-05,7.179141354720072e-07,9.582535361143899e-08,1.7545417400939442e-07,0,2,0,0,0,0,0,1,1,,1.9963507551415435e-07,171.796,24.848,4.177574213808479e-08,34,,,,,,,,,,,
239,00239_lattice,lattice,256,256,2e-05,6.041740703361523e-07,1.5105747201469953e-07,2.9200146415863946e-07,1,6,0,1,1,1,1,1,1,-4.0271443243457964e-08,1.6590684099563115e-07,177.568,15.739,9.037766355774573e-08,,12,3,,,1.8491504954086794e-07,5.702301582482783e-07,8.081631300672641e-07,,,79.56,13.45
240,00240_lattice,lattice,256,256,2e-05,2.0289872591644664e-07,5.072393173976094e-08,5.1311301695580024e-08,1,1,0,0,0,0,0,0,1,,,,,7.960511933292419e-09,,,,,,,,,,,46.84,16.27
241,00241_terraces,terraces,256,256,5e-06,3.15578901512404e-07,7.803710722325332e-08,1.653257444045295e-07,0,4,0,0,1,1,0,1,1,,1.5359615418231735e-07,97.337,28.475,5.529283528666695e-09,,2,,2,,1.0158253133611344e-07,3.1420610641886935e-07,,,,,
242,00242_rough,rough,256,256,2e-05,1.0541377232820244e-06,1.3181499172038991e-07,2.5295189521370693e-07,0,2,0,0,0,1,0,0,1,,,,,9.67870626495944e-08,,10,,,2.031,,1.1077826612016981e-06,,,,,
243,00243_rough,rough,256,256,1e-05,9.959649385322869e-07,2.2205498901806356e-07,7.55590981018738e-07,0,6,1,1,1,0,1,1,1,-3.518905767241509e-06,4.83045723726297e-07,139.37,27.968,3.911642967312985e-08,,,21,,3.452,1.7260995099888958e-07,,2.3787667409440966e-06,1.4722975725141623e-06,-7.96095807403783e-07,,
244,00244_terraces,terraces,256,256,1e-05,1.2207891676549572e-06,2.15633606460681e-07,2.1752266387804706e-07,0,2,0,1,0,0,1,0,0,9.839188105685654e-07,,,,,,,29,5,,,,2.70522273007226e-06,,,,
245,00245_particles,particles,256,256,2e-05,1.5449928873102908e-07,2.0078329717102992e-08,1.5770693652107614e-07,0,6,1,1,0,1,1,1,1,-3.585906551303839e-07,7.47742809900224e-08,114.834,7.596,1.8967667010027207e-08,14,3,4,,,,1.6904108472979178e-07,8.80312014456018e-07,-2.933213189109743e-07,3.6033796976441457e-07,,
246,00246_rough,rough,256,256,1e-05,7.341419222471023e-07,1.3015540507441158e-07,6.168824171063137e-07,0,4,1,1,0,1,0,1,0,-1.5459398697401511e-06,1.7370361385439957e-07,151.93,6.241,,,10,,,3.271,,1.194043695970958e-07,,1.907188213052172e-06,8.526969353885874e-07,,
247,00247_grating,grating,256,256,5e-06,2.393437751977992e-07,1.0585185535056121e-07,1.8192304048337607e-07,1,2,1,0,0,0,1,0,0,,,,,,,,30,,,,,6.410351835140621e-07,-1.753714889783829e-07,4.806908715953508e-07,49.91,37.47
248,00248_particles,particles,256,256,1e-05,1.0998138314173576e-06,1.9633798540046057e-07,4.6204232733486664e-07,0,3,0,0,1,0,0,1,1,,5.439646962444243e-07,77.781,6.549,5.094794848128203e-08,19,,,,,1.1923218517033015e-07,,,,,,
249,00249_smooth,smooth,256,256,5e-06,1.0546281910901293e-07,2.0596050892930113e-08,3.795796223011208e-08,0,2,0,0,1,0,0,0,1,,,,,1.2860109396911747e-08,,,,,,3.0988227765898304e-08,,,,,,
250,00250_particles,particles,256,256,5e-05,2.1821191275146438e-07,4.10505217695172e-08,8.427219648908266e-08,0,3,0,1,0,1,0,0,1,6.897685192284855e-07,,,,7.2997725038576505e-09,22,4,,,,,9.993526655672905e-08,,,,,
251,00251_smooth,smooth,256,256,1e-05,1.287721228092944e-06,2.7879333403648303e-07,5.123706957418422e-07,0,2,0,0,0,0,1,1,0,,5.818549937656044e-07,147.259,8.586,,,,5,,,,,1.914988174680904e-06,,,,
252,00252_terraces,terraces,256,256,5e-05,5.484814922487608e-07,9.773521975166223e-08,2.0236876841331336e-07,0,4,0,1,1,0,1,1,0,1.815799826905791e-06,5.648787121258341e-08,49.692,26.98,,,,35,4,,1.0217232783376532e-07,,2.2230768542970897e-06,,,,
253,00253_terraces,terraces,256,256,2e-05,1.1616572234075115e-06,1.9923232583292798e-07,2.095388050952356e-07,0,1,0,0,0,0,0,0,1,,,,,6.460645921506624e-08,,,,3,,,,,,,,
254,00254_rough,rough,256,256,5e-05,6.597196344153356e-07,8.528614986213545e-08,2.098826048770975e-07,0,3,0,1,1,1,0,0,0,1.476869728433686e-06,,,,,,7,,,2.61,3.7599926503545485e-08,4.1393094982549354e-07,,,,,
255,00255_particles,particles,256,256,2e-05,7.752410037050929e-07,1.3645399558560964e-07,2.3035947499536584e-07,0,2,0,0,1,0,1,0,0,,,,,,22,,34,,,1.6823388955485718e-07,,3.635617675332827e-06,,,,
256,00256_grating,grating,256,256,1e-05,9.398536401585147e-07,4.0218538635063185e-07,5.008947728142911e-07,1,4,0,1,1,0,0,1,1,-2.0068584326873827e-06,1.382695159461183e-07,76.343,25.452,8.638136861643586e-08,,,,,,1.7253208324752035e-07,,,,,149.8,25.39
257,00257_smooth,smooth,256,256,5e-05,1.0061653531890918e-06,2.2095029137401979e-07,2.660448847793345e-07,0,3,0,0,1,1,1,0,0,,,,,,,4,1,,,1.203164414349896e-07,6.897957506042913e-07,2.866334770697778e-06,,,,
258,00258_grating,grating,256,256,5e-05,9.802382760570376e-07,4.3208280370120356e-07,7.335863864344806e-07,1,4,1,0,1,1,0,0,1,,,,,2.239465007198453e-08,,7,,,,3.5097189207987316e-08,1.5424773720148393e-07,,-1.5742847390825359e-06,1.2933552639819939e-06,134.98,32.74
259,00259_lattice,lattice,256,256,2e-05,1.2125215118454468e-07,3.0302859374062715e-08,1.0513543270129901e-07,1,3,1,0,1,0,0,1,0,,1.3453509117890095e-08,120.188,22.037,,,,,,,1.6727371501055554e-08,,,1.493052741393747e-07,3.083370032824196e-07,73.85,20.1
260,00260_lattice,lattice,256,256,5e-06,1.0270485523813874e-06,2.5677173362823987e-07,1.0578255467637694e-06,1,2,1,1,0,0,0,0,0,2.3270525857442052e-06,,,,,,,,,,,,,-2.0704289787607707e-06,2.7623733448866227e-06,33.11,13.21
261,00261_rough,rough,256,256,5e-05,6.487689858577819e-07,1.1136063483229742e-07,5.244636915373088e-07,0,4,1,1,0,0,1,0,1,1.0684750191395742e-06,,,,3.5398163862948127e-08,,,33,,3.291,,,2.5168048638776093e-06,1.5021433735102754e-06,8.526857344152179e-07,,
262,00262_lattice,lattice,256,256,1e-05,6.982729217497533e-07,1.744810571791619e-07,1.939375196277192e-07,1,1,0,1,0,0,0,0,0,8.003350327653872e-07,,,,,,,,,,,,,,,4.07,21.13
263,00263_grating,grating,256,256,2e-05,1.1268475755409223e-06,4.911439561965924e-07,6.503976859007857e-07,1,3,0,0,1,0,1,1,0,,4.79272239926975e-07,23.056,5.779,,,,16,,,2.702769777245766e-07,,2.703538453508277e-06,,,54.36,15.33
264,00264_terraces,terraces,256,256,1e-05,2.643727246283696e-07,4.3615347088787216e-08,1.5687597014490474e-07,0,6,1,1,1,1,1,0,1,8.892279933577677e-07,,,,3.5121688654194404e-08,,7,34,5,,6.437644206822937e-08,2.6732031344686e-07,3.5545352879950975e-07,-8.633911766519982e-08,-1.731684055922964e-07,,
265,00265_terraces,terraces,256,256,5e-05,8.691372692583572e-07,1.4781994496076223e-07,5.8326975169045e-07,0,3,1,0,0,0,0,1,1,,3.3368067974478647e-07,32.37,23.779,4.534100602399418e-08,,,,6,,,,,-8.767123960648e-07,1.4508646408344272e-06,,
266,00266_particles,particles,256,256,1e-05,7.974200047034149e-07,1.6880662067432516e-07,1.9925513489809186e-07,0,2,0,1,0,1,0,0,0,-5.070757460117875e-07,,,,,54,10,,,,,5.670062643192695e-07,,,,,
267,00267_terraces,terraces,256,256,1e-05,1.2237277553566295e-06,2.383436419589138e-07,3.0924052753116175e-07,0,4,0,0,1,1,1,1,0,,1.233784974659257e-07,168.946,27.746,,,11,6,4,,1.6249438583080945e-07,4.4687843017566215e-07,6.853929112285263e-06,,,,
268,00268_rough,rough,256,256,2e-05,8.391238171026502e-08,1.1130636828520536e-08,1.3649229326165628e-08,0,3,0,0,0,1,1,0,1,,,,,4.4802747849204215e-09,,12,36,,2.344,,3.1085409165467276e-08,1.711519657252285e-07,,,,
269,00269_rough,rough,256,256,2e-05,1.2255387624054954e-06,2.078330871389529e-07,2.6651427882701536e-07,0,3,0,1,0,0,0,1,1,-5.813189432028787e-07,2.2911165129009277e-07,76.449,24.263,2.2342484392080826e-08,,,,,3.105,,,,,,,
270,00270_particles,particles,256,256,5e-05,1.0562416146057466e-06,2.3755386063217892e-07,5.461111095934281e-07,0,3,0,0,1,1,0,1,0,,5.110169835484182e-07,8.24,25.338,,48,5,,,,3.23750206958155e-07,9.141769842341022e-07,,,,,
271,00271_rough,rough,256,256,5e-06,2.607167506998752e-07,3.831554333139769e-08,2.0392910016853819e-07,0,5,1,1,0,1,1,0,1,-5.270081566408677e-09,,,,1.0406356802849111e-08,,11,34,,2.4,,1.762175286725209e-07,1.5284852031345013e-06,3.7494289557770274e-07,6.141817501734269e-07,,
272,00272_grating,grating,256,256,5e-05,1.1985437848926015e-06,5.23548131507202e-07,9.89272159592958e-07,1,3,1,0,0,1,0,0,1,,,,,1.1482098013496623e-07,,6,,,,,4.043564850372707e-07,,1.6151428298224902e-07,-2.865579923090494e-06,74.43,24.93
273,00273_grating,grating,256,256,1e-05,6.567803581488067e-07,2.88346007364729e-07,3.417855983735502e-07,1,3,0,1,1,0,0,1,0,-1.05748857256958e-06,1.5130113389179625e-07,77.472,16.854,,,,,,,9.952926203770825e-08,,,,,32.4,26.36
274,00274_grating,grating,256,256,5e-06,7.03615666834178e-07,3.114816624331648e-07,6.986577037835055e-07,1,5,1,1,1,0,1,0,1,2.093692850022817e-06,,,,3.0626236288735646e-08,,,3,,,1.7800019003191732e-07,,3.896052304035221e-06,1.9380603588737946e-06,-1.3257012474215986e-08,43.8,22.7
275,00275_particles,particles,256,256,1e-05,1.3549481923182672e-06,2.4211396798884355e-07,1.485422763534044e-06,0,5,1,1,1,1,1,0,0,-4.57886391734861e-06,,,,,53,1,34,,,4.345832629299246e-07,1.4539439372292418e-06,8.068140919309734e-06,-3.82216642163268e-06,-2.827864406410417e-06,,
276,00276_rough,rough,256,256,2e-05,6.763091824176602e-07,9.90008463002766e-08,2.518168495073296e-07,0,4,0,1,1,1,0,1,0,-1.8511206059390002e-06,5.715884026967726e-08,136.567,7.171,,,11,,,2.779,1.4778918318982006e-07,1.8241355796183256e-07,,,,,
277,00277_rough,rough,256,256,5e-05,4.5275408321387525e-07,7.889049863116207e-08,3.802980102478511e-07,0,3,1,0,1,0,0,0,1,,,,,2.579846028324302e-08,,,,,3.237,1.1247149212390571e-07,,,1.1178318692210516e-07,1.1307696174762803e-06,,
278,00278_smooth,smooth,256,256,1e-05,1.1618479747934467e-06,2.6529099742990096e-07,6.139061541041764e-07,0,3,1,0,0,1,0,0,1,,,,,1.3229531055707003e-07,,11,,,,,8.13748286784633e-07,,-3.148346048557581e-07,1.079971757450362e-06,,
279,00279_lattice,lattice,256,256,1e-05,2.1966187314866647e-07,5.495898961005007e-08,9.358579464113759e-08,1,4,0,1,0,1,1,1,0,1.7182063892754433e-07,9.88363478036492e-08,37.232,10.331,,,1,7,,,,5.653750220352149e-08,8.559165316034689e-07,,,5.83,19.23
280,00280_grating,grating,256,256,1e-05,6.54831242315892e-07,2.806429015865331e-07,6.022433606539949e-07,1,3,1,1,0,0,1,0,0,1.2874469101187638e-06,,,,,,,27,,,,,3.468867314113921e-06,-2.3632551163050316e-07,-1.761356299527077e-06,155.24,27.63
281,00281_lattice,lattice,256,256,2e-05,1.324502475282741e-06,3.3113275902123366e-07,6.176392749165988e-07,1,4,1,0,0,0,1,1,1,,3.763788946806299e-07,125.404,3.276,9.147805342381638e-08,,,13,,,,,6.920736662142701e-06,1.3683353710520385e-06,-5.647970349089826e-07,51.36,12.6
282,00282_smooth,smooth,256,256,5e-05,2.427533956863236e-07,5.007147304067001e-08,9.041414543130301e-08,0,3,0,0,1,1,0,1,0,,8.563212089679099e-08,51.495,25.209,,,9,,,,3.00658824985655e-08,1.9196856608859507e-07,,,,,
283,00283_grating,grating,256,256,5e-06,2.738968326392773e-07,1.1831314076682315e-07,1.2943050873227804e-07,1,3,0,0,1,1,0,1,0,,2.901623167629358e-08,92.39,12.232,,,11,,,,4.5248604156811206e-08,1.1484600674018422e-07,,,,136.74,8.82
284,00284_terraces,terraces,256,256,5e-05,5.586958747714165e-07,1.0758037431586225e-07,3.990083637998096e-07,0,3,1,0,0,0,0,1,1,,2.2910463101726692e-07,33.744,17.025,3.032199451614025e-08,,,,3,,,,,-4.442091932793469e-07,1.1257161305328845e-06,,
285,00285_terraces,terraces,256,256,2e-05,2.009087138529047e-07,4.9048650672746415e-08,8.339919644129488e-08,0,2,0,0,0,0,0,1,1,,8.264965612395274e-08,122.667,13.973,2.8842957390155378e-08,,,,2,,,,,,,,
286,00286_rough,rough,256,256,2e-05,6.86801616853619e-07,8.548710524903621e-08,9.052502233407149e-08,0,1,0,0,0,0,1,0,0,,,,,,,,29,,2.032,,,1.4005993366821577e-06,,,,
287,00287_grating,grating,256,256,5e-05,1.0551071638487544e-06,4.644444619210962e-07,6.076530453200565e-07,1,5,0,0,1,1,1,1,1,,4.7011089364769584e-07,152.38,24.595,9.631835197052297e-08,,6,39,,,4.358886210596612e-08,1.1061385028361073e-06,4.721835647607768e-06,,,2.25,31.29
288,00288_lattice,lattice,256,256,5e-06,3.981976329176721e-07,9.952901098170542e-08,4.2263682313578594e-07,1,4,1,0,1,0,0,1,1,,1.5450331001987084e-07,10.301,4.651,2.1856355434507627e-08,,,,,,2.41199489192912e-08,,,-1.1608138002474868e-06,7.257330383578497e-07,66.66,16.36
289,00289_particles,particles,256,256,5e-05,8.504531856886452e-07,1.4702755598846552e-07,3.036731536425164e-07,0,2,0,1,0,1,0,0,0,-2.2709900541233933e-06,,,,,51,8,,,,,3.201919204604293e-07,,,,,
290,00290_smooth,smooth,256,256,1e-05,1.2005386116549396e-06,2.8094121105776746e-07,4.960619565571451e-07,0,3,1,0,0,1,0,1,0,,5.77750544844407e-07,62.366,13.645,,,5,,,,,2.899379709890068e-07,,7.055239067176997e-07,1.2941678044105149e-06,,
291,00291_smooth,smooth,256,256,5e-06,6.210561133403208e-07,1.2666655994963235e-07,2.0760213692913365e-07,0,3,0,1,0,1,0,0,1,1.3554582407572535e-06,,,,7.012836290244412e-08,,3,,,,,2.7059625669902974e-07,,,,,
292,00292_lattice,lattice,256,256,1e-05,1.1874026276143519e-06,2.9688004962192506e-07,3.130420934936653e-07,1,1,0,0,0,0,0,0,1,,,,,9.794948533210544e-08,,,,,,,,,,,83.01,16.78
293,00293_smooth,smooth,256,256,1e-05,1.322699187543336e-06,2.7517506142026904e-07,3.14495806835938e-07,0,2,0,0,0,0,0,1,1,,1.5265644194311716e-07,72.278,16.052,1.0821939197389626e-07,,,,,,,,,,,,
294,00294_rough,rough,256,256,2e-05,1.211413003841285e-07,2.2577007598544794e-08,4.547134998498212e-08,0,2,0,0,1,0,0,0,1,,,,,1.2355255970378943e-08,,,,,3.415,3.621122655474496e-08,,,,,,
295,00295_smooth,smooth,256,256,5e-05,1.4550496010028861e-07,3.0428201195458055e-08,6.374661685945032e-08,0,3,0,1,0,0,0,1,1,-3.669288832042129e-07,5.821704724125906e-08,144.578,12.788,9.844048162650253e-09,,,,,,,,,,,,
296,00296_rough,rough,256,256,1e-05,9.88946918657755e-07,1.6054706863959937e-07,4.9824889561424e-07,0,4,0,0,1,0,1,1,1,,3.881514546056593e-07,129.017,3.371,3.33984719842052e-08,,,9,,3.411,3.22198548330334e-07,,5.218170105909329e-06,,,,
297,00297_rough,rough,256,256,5e-06,4.5762859977274297e-07,7.331088032096278e-08,4.2312005936906697e-07,0,2,1,0,1,0,0,0,0,,,,,,,,,,3.15,9.097441289696541e-08,,,9.047320863852793e-07,1.1536077559476553e-06,,
298,00298_terraces,terraces,256,256,1e-05,1.9936921058570095e-07,4.127921544697715e-08,4.281643210741276e-08,0,1,0,0,0,0,1,0,0,,,,,,,,12,2,,,,8.273790897235577e-07,,,,
299,00299_terraces,terraces,256,256,5e-05,2.9836792427071213e-07,7.402407484127112e-08,1.1844190268211404e-07,0,4,0,1,1,0,1,0,1,-8.842572797772393e-07,,,,1.0399673941330914e-08,,,23,2,,2.6959706534232223e-08,,1.2565826459457203e-06,,,,
300,00300_particles,particles,256,256,2e-05,1.3610620675692732e-06,2.418219079204396e-07,5.012051287361968e-07,0,3,1,0,1,1,0,0,0,,,,,,60,8,,,,2.662347193930525e-07,8.278696433255569e-07,,-1.3816140828608765e-06,-3.863907608469816e-07,,
301,00301_lattice,lattice,256,256,5e-06,8.961126397734645e-08,2.2403279375542964e-08,2.4816560996118666e-08,1,2,0,0,1,1,0,0,0,,,,,,,3,,,,9.839941100485722e-09,6.666787662359139e-08,,,,15.39,13.13
302,00302_grating,grating,256,256,1e-05,1.6667886387279208e-07,7.235512650635952e-08,1.1728702750666148e-07,1,4,1,0,1,1,1,0,0,,,,,,,1,33,,,4.123574059729986e-08,1.0729047291994034e-07,3.598527863663727e-07,-2.0622991072484488e-07,-1.9071419745935735e-07,67.34,27.47
303,00303_rough,rough,256,256,5e-06,8.927447974863963e-07,1.5743344054947468e-07,6.364942174696027e-07,0,3,1,0,0,0,1,1,0,,3.559194244362149e-08,108.372,18.238,,,,22,,3.428,,,1.1622329717555232e-06,-2.051929786219558e-06,-6.395404069338615e-07,,
